Term,Status,Section Name and Title,Location,Meeting Information,Faculty,Availablity/Capacity,Credits,Academic Level
Fall 2022,Closed,CIS*3150*0101 (7253) Theory of Computation,Guelph,LEC Tues; Thur 04:00PM - 05:20PM; MACN; Room 113LAB Mon 04:30PM - 05:20PM; Room TBA Room TBAEXAM Wed 08:30AM - 10:30AM; Room TBA Room TBA,J. Sawada,0  /  115,0.50,Undergraduate
Fall 2022,Closed,CIS*3210*0101 (7254) Computer Networks,Guelph,LEC Mon; Wed; Fri 10:30AM - 11:20AM; AD-S; Room VIRTUAL ,TBA  TBA,0  /  95,0.50,Undergraduate
Fall 2022,Closed,CIS*3250*0101 (7255) Software Design III,Guelph,LEC Mon; Wed; Fri 08:30AM - 09:20AM; MCKN; Room 121LAB Thur 11:30AM - 02:20PM; THRN; Room 2420,S. Scott,0  /  34,0.50,Undergraduate
Fall 2022,Open,CIS*3250*0102 (7256) Software Design III,Guelph,LEC Mon; Wed; Fri 08:30AM - 09:20AM; MCKN; Room 121LAB Fri 11:30AM - 02:20PM; THRN; Room 2420,S. Scott,14  /  34,0.50,Undergraduate
Fall 2022,Open,CIS*3260*0101 (7257) Software Design IV,Guelph,LEC Tues; Thur 11:30AM - 12:50PM; MINS; Room 300LAB Tues 02:30PM - 05:20PM; THRN; Room 2420EXAM Sat 08:30AM - 10:30AM; Room TBA Room TBA,M. Wineberg,13  /  30,0.50,Undergraduate
Fall 2022,Open,CIS*3260*0102 (7258) Software Design IV,Guelph,LEC Tues; Thur 11:30AM - 12:50PM; MINS; Room 300LAB Wed 11:30AM - 02:20PM; THRN; Room 2420EXAM Sat 08:30AM - 10:30AM; Room TBA Room TBA,M. Wineberg,2  /  30,0.50,Undergraduate
Fall 2022,Closed,CIS*3530*0101 (7259) Data Base Systems ,Guelph,LEC Mon; Wed; Fri 01:30PM - 02:20PM; ALEX; Room 100LAB Thur 07:00PM - 08:50PM; MCLN; Room 102,F. Wang,0  /  130,0.50,Undergraduate
Fall 2022,Open,CIS*3750*0101 (7260) Syst Analysis ,Guelph,LEC Tues; Thur 11:30AM - 12:50PM; MCKN; Room 117LAB Fri 09:30AM - 11:20AM; THRN; Room 2420,D. Gillis,10  /  37,0.75,Undergraduate
Fall 2022,Open,CIS*3750*0102 (7261) Syst Analysis ,Guelph,LEC Tues; Thur 11:30AM - 12:50PM; MCKN; Room 117LAB Thur 02:30PM - 04:20PM; THRN; Room 2420,D. Gillis,10  /  37,0.75,Undergraduate
Fall 2022,Open,CIS*3750*0103 (7262) Syst Analysis ,Guelph,LEC Tues; Thur 11:30AM - 12:50PM; MCKN; Room 117LAB Wed 09:30AM - 11:20AM; THRN; Room 2420,D. Gillis,1  /  37,0.75,Undergraduate
Fall 2022,Closed,CIS*3760*0101 (7263) Software Engineering,Guelph,LEC Tues; Thur 08:30AM - 09:50AM; RICH; Room 2529LAB Mon 11:30AM - 01:20PM; THRN; Room 2420,G. Klotz,0  /  32,0.75,Undergraduate
Fall 2022,Closed,CIS*3760*0102 (7264) Software Engineering,Guelph,LEC Tues; Thur 08:30AM - 09:50AM; RICH; Room 2529LAB Mon 02:30PM - 04:20PM; THRN; Room 2420,G. Klotz,0  /  32,0.75,Undergraduate
Fall 2022,Closed,CIS*3760*0103 (7265) Software Engineering,Guelph,LEC Tues; Thur 08:30AM - 09:50AM; RICH; Room 2529LAB Thur 07:00PM - 08:50PM; THRN; Room 2420,G. Klotz,0  /  32,0.75,Undergraduate
Fall 2022,Closed,CIS*4150*0101 (7266) Software Reliability ,Guelph,LEC Mon; Wed 08:30AM - 09:20AM; MINS; Room 300LAB Fri 11:30AM - 01:20PM; THRN; Room 1307EXAM Mon 08:30AM - 10:30AM; Room TBA Room TBA,TBA  TBA,0  /  95,0.50,Undergraduate
Fall 2022,Closed,CIS*4300*0101 (7267) Human Computer Interaction,Guelph,LEC Mon; Wed 09:30AM - 10:20AM; RICH; Room 2529LAB Fri 08:30AM - 10:20AM; RICH; Room 2529,D. Flatla,0  /  95,0.50,Undergraduate
Fall 2022,Open,CIS*4510*0101 (7268) Computer Security Foundations,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; ALEX; Room 117LAB Wed 11:30AM - 01:20PM; MCKN; Room 313EXAM Mon 08:30AM - 10:30AM; Room TBA Room TBA,H. Khan,1  /  21,0.50,Undergraduate
Fall 2022,Closed,CIS*4510*0102 (7269) Computer Security Foundations,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; ALEX; Room 117LAB Tues 02:30PM - 04:20PM; ANNU; Room 306EXAM Mon 08:30AM - 10:30AM; Room TBA Room TBA,H. Khan,0  /  21,0.50,Undergraduate
Fall 2022,Open,CIS*4900*01 (7270) Computer Science Project,Guelph,LAB Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,TBA  TBA,24  /  25,0.50,Undergraduate
Fall 2022,Open,CIS*4910*01 (7271) Computer Science Thesis,Guelph,LAB Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,TBA  TBA,25  /  25,0.50,Undergraduate
Fall 2022,Closed,CIS*6020*02 (7273) Artificial Intelligence,Guelph,LEC Mon; Wed 10:00AM - 11:20AM; REYN; Room 1101,N. Bruce,0  /  24,0.50,Graduate
Fall 2022,Closed,CIS*6030*01 (7274) Information Systems,Guelph,LEC Mon; Wed 08:30AM - 09:50AM; REYN; Room 1101,F. Wang,0  /  24,0.50,Graduate
Fall 2022,Open,CIS*6510*01 (7275) Cybersecurity and Defense,Guelph,LEC Fri 08:30AM - 11:20AM; SSC; Room 1303,H. Khan,1  /  24,0.50,Graduate
Fall 2022,Open,CIS*6530*01 (7276) Threat Intel ,Guelph,LEC Wed 02:30PM - 05:20PM; SSC; Room 1303,X. Lin,1  /  24,0.50,Graduate
Fall 2022,Open,CIS*6550*01 (7277) Priv; Compliance; Human Cyber,Guelph,LEC Thur 08:30AM - 11:20AM; SSC; Room 1303,R. Dara,2  /  24,0.50,Graduate
Fall 2022,Open,CIS*6590*01 (7278) Prof Seminar in Cybersecurity,Guelph,LEC Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,X. Lin,3  /  24,0.50,Graduate
Fall 2022,Open,CIS*6650*01 (7279) Topics in Computer Science I,Guelph,LEC Mon; Wed 01:00PM - 02:20PM; REYN; Room 1101,D. Stacey,17  /  24,0.50,Graduate
Fall 2022,Open,CIS*6660*01 (9408) ST:Statistical Methods for CS,Guelph,Reading Course Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,D. Gillis,3  /  4,0.50,Graduate
Fall 2022,Open,CIS*6660*02 (9565) ST:Information Privacy in AI,Guelph,Reading Course Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,R. Dara,3  /  4,0.50,Graduate
Winter 2023,Open,CIS*1050*DE01 (1694) Web Design ,Guelph,Distance Education Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,M. Wirth,30  /  30,0.50,Undergraduate
Winter 2023,Open,CIS*1200*DE01 (1695) Introduction to Computing,Guelph,Distance Education Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,TBA  TBA,50  /  50,0.50,Undergraduate
Winter 2023,Open,CIS*1500*0101 (1696) Introduction to Programming,Guelph,LEC Mon; Wed; Fri 02:30PM - 03:20PM; ROZH; Room 104LAB Tues 12:30PM - 01:20PM; THRN; Room 3401,TBA  TBA,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*1500*0102 (1697) Introduction to Programming,Guelph,LEC Mon; Wed; Fri 02:30PM - 03:20PM; ROZH; Room 104LAB Mon 12:30PM - 01:20PM; THRN; Room 3401,TBA  TBA,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*1500*0103 (1698) Introduction to Programming,Guelph,LEC Mon; Wed; Fri 02:30PM - 03:20PM; ROZH; Room 104LAB Mon 08:30AM - 09:20AM; THRN; Room 3401,TBA  TBA,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*1500*0104 (1699) Introduction to Programming,Guelph,LEC Mon; Wed; Fri 02:30PM - 03:20PM; ROZH; Room 104LAB Mon 09:30AM - 10:20AM; THRN; Room 3401,TBA  TBA,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*1500*0105 (1700) Introduction to Programming,Guelph,LEC Mon; Wed; Fri 02:30PM - 03:20PM; ROZH; Room 104LAB Tues 01:30PM - 02:20PM; THRN; Room 3401,TBA  TBA,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*1500*0106 (1701) Introduction to Programming,Guelph,LEC Mon; Wed; Fri 02:30PM - 03:20PM; ROZH; Room 104LAB Tues 09:30AM - 10:20AM; THRN; Room 3401,TBA  TBA,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*1500*0107 (1702) Introduction to Programming,Guelph,LEC Mon; Wed; Fri 02:30PM - 03:20PM; ROZH; Room 104LAB Tues 11:30AM - 12:20PM; THRN; Room 3401,TBA  TBA,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*1500*0108 (1703) Introduction to Programming,Guelph,LEC Mon; Wed; Fri 02:30PM - 03:20PM; ROZH; Room 104LAB Tues 04:30PM - 05:20PM; THRN; Room 3401,TBA  TBA,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*1500*0109 (1704) Introduction to Programming,Guelph,LEC Mon; Wed; Fri 02:30PM - 03:20PM; ROZH; Room 104LAB Tues 08:30AM - 09:20AM; THRN; Room 3401,TBA  TBA,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*1500*0110 (1705) Introduction to Programming,Guelph,LEC Mon; Wed; Fri 02:30PM - 03:20PM; ROZH; Room 104LAB Tues 10:30AM - 11:20AM; THRN; Room 3401,TBA  TBA,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*1500*0111 (1706) Introduction to Programming,Guelph,LEC Mon; Wed; Fri 02:30PM - 03:20PM; ROZH; Room 104LAB Mon 10:30AM - 11:20AM; THRN; Room 3401,TBA  TBA,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*1500*0112 (1707) Introduction to Programming,Guelph,LEC Mon; Wed; Fri 02:30PM - 03:20PM; ROZH; Room 104LAB Tues 02:30PM - 03:20PM; THRN; Room 3401,TBA  TBA,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*2170*0101 (1708) User Interface Design,Guelph,LEC Tues; Thur 08:30AM - 09:50AM; RICH; Room 2520LAB Mon 08:30AM - 10:20AM; ALEX; Room 028,D. Flatla,5  /  5,0.75,Undergraduate
Winter 2023,Open,CIS*2170*0102 (1709) User Interface Design,Guelph,LEC Tues; Thur 08:30AM - 09:50AM; RICH; Room 2520LAB Fri 08:30AM - 10:20AM; MINS; Room 017,D. Flatla,5  /  5,0.75,Undergraduate
Winter 2023,Open,CIS*2170*0103 (1710) User Interface Design,Guelph,LEC Tues; Thur 08:30AM - 09:50AM; RICH; Room 2520LAB Fri 11:30AM - 01:20PM; MCKN; Room 233,D. Flatla,5  /  5,0.75,Undergraduate
Winter 2023,Open,CIS*2170*0104 (1711) User Interface Design,Guelph,LEC Tues; Thur 08:30AM - 09:50AM; RICH; Room 2520LAB Fri 02:30PM - 04:20PM; ROZH; Room 106,D. Flatla,5  /  5,0.75,Undergraduate
Winter 2023,Open,CIS*2170*0105 (1712) User Interface Design,Guelph,LEC Tues; Thur 08:30AM - 09:50AM; RICH; Room 2520LAB Mon 07:00PM - 08:50PM; MCLN; Room 101,D. Flatla,5  /  5,0.75,Undergraduate
Winter 2023,Open,CIS*2250*0101 (1713) Software Design II,Guelph,LEC Tues; Thur 11:30AM - 12:50PM; ROZH; Room 102LAB Fri 12:30PM - 02:20PM; THRN; Room 2420,D. Stacey,10  /  10,0.50,Undergraduate
Winter 2023,Open,CIS*2250*0102 (1714) Software Design II,Guelph,LEC Tues; Thur 11:30AM - 12:50PM; ROZH; Room 102LAB Fri 09:30AM - 11:20AM; THRN; Room 2420,D. Stacey,10  /  10,0.50,Undergraduate
Winter 2023,Open,CIS*2250*0103 (1715) Software Design II,Guelph,LEC Tues; Thur 11:30AM - 12:50PM; ROZH; Room 102LAB Wed 09:30AM - 11:20AM; THRN; Room 2420,D. Stacey,10  /  10,0.50,Undergraduate
Winter 2023,Open,CIS*2250*0104 (1716) Software Design II,Guelph,LEC Tues; Thur 11:30AM - 12:50PM; ROZH; Room 102LAB Mon 09:30AM - 11:20AM; THRN; Room 2420,D. Stacey,10  /  10,0.50,Undergraduate
Winter 2023,Open,CIS*2500*0101 (1717) Intermediate Programming,Guelph,LEC Mon; Wed; Fri 03:30PM - 04:20PM; ROZH; Room 103LAB Wed 01:30PM - 03:20PM; REYN; Room 0002,R. Chaturvedi,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*2500*0102 (1718) Intermediate Programming,Guelph,LEC Mon; Wed; Fri 03:30PM - 04:20PM; ROZH; Room 103LAB Mon 09:30AM - 11:20AM; REYN; Room 0002,R. Chaturvedi,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*2500*0103 (1719) Intermediate Programming,Guelph,LEC Mon; Wed; Fri 03:30PM - 04:20PM; ROZH; Room 103LAB Tues 03:30PM - 05:20PM; REYN; Room 0002,R. Chaturvedi,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*2500*0104 (1720) Intermediate Programming,Guelph,LEC Mon; Wed; Fri 03:30PM - 04:20PM; ROZH; Room 103LAB Tues 08:30AM - 10:20AM; REYN; Room 0002,R. Chaturvedi,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*2500*0105 (1721) Intermediate Programming,Guelph,LEC Mon; Wed; Fri 03:30PM - 04:20PM; ROZH; Room 103LAB Wed 11:30AM - 01:20PM; REYN; Room 0002,R. Chaturvedi,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*2500*0206 (1722) Intermediate Programming,Guelph,LEC Mon; Wed; Fri 01:30PM - 02:20PM; ROZH; Room 103LAB Wed 09:30AM - 11:20AM; REYN; Room 0002,R. Chaturvedi,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*2500*0207 (1723) Intermediate Programming,Guelph,LEC Mon; Wed; Fri 01:30PM - 02:20PM; ROZH; Room 103LAB Tues 01:30PM - 03:20PM; REYN; Room 0002,R. Chaturvedi,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*2500*0208 (1724) Intermediate Programming,Guelph,LEC Mon; Wed; Fri 01:30PM - 02:20PM; ROZH; Room 103LAB Tues 11:30AM - 01:20PM; REYN; Room 0002,R. Chaturvedi,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*2500*0209 (1725) Intermediate Programming,Guelph,LEC Mon; Wed; Fri 01:30PM - 02:20PM; ROZH; Room 103LAB Mon 02:30PM - 04:20PM; REYN; Room 0002,R. Chaturvedi,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*2500*0210 (1726) Intermediate Programming,Guelph,LEC Mon; Wed; Fri 01:30PM - 02:20PM; ROZH; Room 103LAB Mon 11:30AM - 01:20PM; REYN; Room 0002,R. Chaturvedi,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*2750*0101 (1727) Software System Dvlmt ,Guelph,LEC Tues; Thur 04:00PM - 05:20PM; ROZH; Room 103LAB Wed 09:30AM - 11:20AM; THRN; Room 2418,S. Kremer,3  /  3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0102 (1728) Software System Dvlmt ,Guelph,LEC Tues; Thur 04:00PM - 05:20PM; ROZH; Room 103LAB Thur 11:30AM - 01:20PM; THRN; Room 2418,S. Kremer,3  /  3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0103 (1729) Software System Dvlmt ,Guelph,LEC Tues; Thur 04:00PM - 05:20PM; ROZH; Room 103LAB Tues 11:30AM - 01:20PM; THRN; Room 2418,S. Kremer,3  /  3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0104 (1730) Software System Dvlmt ,Guelph,LEC Tues; Thur 04:00PM - 05:20PM; ROZH; Room 103LAB Mon 09:30AM - 11:20AM; THRN; Room 2418,S. Kremer,3  /  3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0105 (1731) Software System Dvlmt ,Guelph,LEC Tues; Thur 04:00PM - 05:20PM; ROZH; Room 103LAB Wed 03:30PM - 05:20PM; THRN; Room 2418,S. Kremer,3  /  3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0106 (1732) Software System Dvlmt ,Guelph,LEC Tues; Thur 04:00PM - 05:20PM; ROZH; Room 103LAB Fri 09:30AM - 11:20AM; THRN; Room 2418,S. Kremer,3  /  3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0107 (1733) Software System Dvlmt ,Guelph,LEC Tues; Thur 04:00PM - 05:20PM; ROZH; Room 103LAB Wed 01:30PM - 03:20PM; THRN; Room 2418,S. Kremer,3  /  3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0108 (1734) Software System Dvlmt ,Guelph,LEC Tues; Thur 04:00PM - 05:20PM; ROZH; Room 103LAB Fri 12:30PM - 02:20PM; THRN; Room 2418,S. Kremer,3  /  3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0201 (1735) Software System Dvlmt ,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; MCLN; Room 102LAB Wed 09:30AM - 11:20AM; THRN; Room 2418,S. Kremer,3  /  3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0202 (1736) Software System Dvlmt ,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; MCLN; Room 102LAB Thur 11:30AM - 01:20PM; THRN; Room 2418,S. Kremer,3  /  3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0203 (1737) Software System Dvlmt ,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; MCLN; Room 102LAB Tues 11:30AM - 01:20PM; THRN; Room 2418,S. Kremer,3  /  3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0204 (1738) Software System Dvlmt ,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; MCLN; Room 102LAB Mon 09:30AM - 11:20AM; THRN; Room 2418,S. Kremer,3  /  3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0205 (1739) Software System Dvlmt ,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; MCLN; Room 102LAB Wed 03:30PM - 05:20PM; THRN; Room 2418,S. Kremer,3  /  3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0206 (1740) Software System Dvlmt ,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; MCLN; Room 102LAB Fri 09:30AM - 11:20AM; THRN; Room 2418,S. Kremer,3  /  3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0207 (1741) Software System Dvlmt ,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; MCLN; Room 102LAB Wed 01:30PM - 03:20PM; THRN; Room 2418,S. Kremer,3  /  3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0208 (1742) Software System Dvlmt ,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; MCLN; Room 102LAB Fri 12:30PM - 02:20PM; THRN; Room 2418,S. Kremer,3  /  3,0.75,Undergraduate
Winter 2023,Open,CIS*2910*0101 (1743) Discrete Structures in Comp II,Guelph,LEC Mon; Wed; Fri 04:30PM - 05:20PM; ROZH; Room 101LAB Tues 03:30PM - 05:20PM; MACN; Room 118,P. Matsakis,10  /  10,0.50,Undergraduate
Winter 2023,Open,CIS*2910*0102 (1744) Discrete Structures in Comp II,Guelph,LEC Mon; Wed; Fri 04:30PM - 05:20PM; ROZH; Room 101LAB Fri 09:30AM - 11:20AM; MACN; Room 118,P. Matsakis,10  /  10,0.50,Undergraduate
Winter 2023,Open,CIS*2910*0103 (1745) Discrete Structures in Comp II,Guelph,LEC Mon; Wed; Fri 04:30PM - 05:20PM; ROZH; Room 101LAB Thur 02:30PM - 04:20PM; MACN; Room 118,P. Matsakis,10  /  10,0.50,Undergraduate
Winter 2023,Open,CIS*2910*0104 (1746) Discrete Structures in Comp II,Guelph,LEC Mon; Wed; Fri 04:30PM - 05:20PM; ROZH; Room 101LAB Fri 11:30AM - 01:20PM; MACN; Room 118,P. Matsakis,10  /  10,0.50,Undergraduate
Winter 2023,Open,CIS*2910*0105 (1747) Discrete Structures in Comp II,Guelph,LEC Mon; Wed; Fri 04:30PM - 05:20PM; ROZH; Room 101LAB Wed 11:30AM - 01:20PM; ALEX; Room 028,P. Matsakis,10  /  10,0.50,Undergraduate
Winter 2023,Open,CIS*2910*0106 (1748) Discrete Structures in Comp II,Guelph,LEC Mon; Wed; Fri 04:30PM - 05:20PM; ROZH; Room 101LAB Thur 08:30AM - 10:20AM; MCKN; Room 234,P. Matsakis,10  /  10,0.50,Undergraduate
Winter 2023,Open,CIS*2910*0107 (1749) Discrete Structures in Comp II,Guelph,LEC Mon; Wed; Fri 04:30PM - 05:20PM; ROZH; Room 101LAB Thur 12:30PM - 02:20PM; ALEX; Room 028,P. Matsakis,10  /  10,0.50,Undergraduate
Winter 2023,Open,CIS*2910*0108 (1750) Discrete Structures in Comp II,Guelph,LEC Mon; Wed; Fri 04:30PM - 05:20PM; ROZH; Room 101LAB Tues 01:30PM - 03:20PM; ALEX; Room 028,P. Matsakis,10  /  10,0.50,Undergraduate
Winter 2023,Open,CIS*3110*0101 (1751) Operating Systems,Guelph,LEC Tues; Thur 02:30PM - 03:50PM; MACN; Room 105LAB Wed 02:30PM - 03:20PM; MACS; Room 129,D. Nikitenko,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*3110*0102 (1752) Operating Systems,Guelph,LEC Tues; Thur 02:30PM - 03:50PM; MACN; Room 105LAB Mon 04:30PM - 05:20PM; MACN; Room 118,D. Nikitenko,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*3110*0103 (1753) Operating Systems,Guelph,LEC Tues; Thur 02:30PM - 03:50PM; MACN; Room 105LAB Wed 07:00PM - 07:50PM; MCLN; Room 101,D. Nikitenko,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*3110*0104 (1754) Operating Systems,Guelph,LEC Tues; Thur 02:30PM - 03:50PM; MACN; Room 105LAB Mon 09:30AM - 10:20AM; MACS; Room 129,D. Nikitenko,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*3110*0105 (1755) Operating Systems,Guelph,LEC Tues; Thur 02:30PM - 03:50PM; MACN; Room 105LAB Fri 09:30AM - 10:20AM; ROZH; Room 106,D. Nikitenko,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*3110*0106 (1756) Operating Systems,Guelph,LEC Tues; Thur 02:30PM - 03:50PM; MACN; Room 105LAB Tues 08:30AM - 09:20AM; MACS; Room 129,D. Nikitenko,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*3110*0107 (1757) Operating Systems,Guelph,LEC Tues; Thur 02:30PM - 03:50PM; MACN; Room 105LAB Wed 04:30PM - 05:20PM; MACN; Room 118,D. Nikitenko,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*3120*0101 (1758) Digital Systems I,Guelph,LEC Mon; Wed; Fri 09:30AM - 10:20AM; CRSC; Room 117LAB Mon 02:30PM - 04:20PM; THRN; Room 2418,G. Grewal,30  /  30,0.50,Undergraduate
Winter 2023,Open,CIS*3120*0102 (1759) Digital Systems I,Guelph,LEC Mon; Wed; Fri 09:30AM - 10:20AM; CRSC; Room 117LAB Thur 02:30PM - 04:20PM; THRN; Room 2418,G. Grewal,30  /  30,0.50,Undergraduate
Winter 2023,Open,CIS*3190*DE01 (1760) Software for Legacy Systems,Guelph,Distance Education Days TBA Days TBA; Times TBA Times TBA; Room TBA Room TBA,M. Wirth,20  /  20,0.50,Undergraduate
Winter 2023,Open,CIS*3490*0101 (1761) Analysis ,Guelph,LEC Mon; Wed 05:30PM - 06:50PM; ROZH; Room 104LAB Fri 11:30AM - 01:20PM; MCKN; Room 227,F. Wang,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*3490*0102 (1762) Analysis ,Guelph,LEC Mon; Wed 05:30PM - 06:50PM; ROZH; Room 104LAB Mon 02:30PM - 04:20PM; MCKN; Room 232,F. Wang,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*3490*0103 (1763) Analysis ,Guelph,LEC Mon; Wed 05:30PM - 06:50PM; ROZH; Room 104LAB Tues 07:00PM - 08:50PM; MCKN; Room 228,F. Wang,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*3490*0104 (1764) Analysis ,Guelph,LEC Mon; Wed 05:30PM - 06:50PM; ROZH; Room 104LAB Thur 08:30AM - 10:20AM; MCKN; Room 230,F. Wang,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*3490*0105 (1765) Analysis ,Guelph,LEC Mon; Wed 05:30PM - 06:50PM; ROZH; Room 104LAB Fri 11:30AM - 01:20PM; MCKN; Room 228,F. Wang,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*3490*0106 (1766) Analysis ,Guelph,LEC Mon; Wed 05:30PM - 06:50PM; ROZH; Room 104LAB Fri 09:30AM - 11:20AM; MCKN; Room 226,F. Wang,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*3490*0107 (1767) Analysis ,Guelph,LEC Mon; Wed 05:30PM - 06:50PM; ROZH; Room 104LAB Fri 02:30PM - 04:20PM; MCKN; Room 226,F. Wang,5  /  5,0.50,Undergraduate
Winter 2023,Open,CIS*3700*0101 (1768) Intro to Intelligent Systems,Guelph,LEC Tues; Thur 10:00AM - 11:20AM; MCKN; Room 223LAB Mon 08:30AM - 09:20AM; GRHM; Room 2310,TBA  TBA,60  /  60,0.50,Undergraduate
Winter 2023,Open,CIS*3750*0101 (1769) Syst Analysis ,Guelph,LEC Tues; Thur 01:00PM - 02:20PM; MCLN; Room 102LAB Wed 01:30PM - 03:20PM; THRN; Room 2420,M. Wineberg,10  /  10,0.75,Undergraduate
Winter 2023,Open,CIS*3750*0102 (1770) Syst Analysis ,Guelph,LEC Tues; Thur 01:00PM - 02:20PM; MCLN; Room 102LAB Wed 11:30AM - 01:20PM; THRN; Room 2420,M. Wineberg,10  /  10,0.75,Undergraduate
Winter 2023,Open,CIS*3750*0103 (1771) Syst Analysis ,Guelph,LEC Tues; Thur 01:00PM - 02:20PM; MCLN; Room 102LAB Mon 02:30PM - 04:20PM; THRN; Room 2420,M. Wineberg,10  /  10,0.75,Undergraduate
Winter 2023,Open,CIS*3750*0104 (1772) Syst Analysis ,Guelph,LEC Tues; Thur 01:00PM - 02:20PM; MCLN; Room 102LAB Mon 11:30AM - 01:20PM; THRN; Room 2420,M. Wineberg,10  /  10,0.75,Undergraduate
Winter 2023,Open,CIS*3760*0101 (1773) Software Engineering,Guelph,LEC Tues; Thur 08:30AM - 09:50AM; ROZH; Room 102LAB Wed 03:30PM - 05:20PM; THRN; Room 2420,J. McCuaig,15  /  15,0.75,Undergraduate
Winter 2023,Open,CIS*3760*0102 (1774) Software Engineering,Guelph,LEC Tues; Thur 08:30AM - 09:50AM; ROZH; Room 102LAB Tues 12:30PM - 02:20PM; THRN; Room 2420,J. McCuaig,15  /  15,0.75,Undergraduate
Winter 2023,Open,CIS*3760*0103 (1775) Software Engineering,Guelph,LEC Tues; Thur 08:30AM - 09:50AM; ROZH; Room 102LAB Tues 02:30PM - 04:20PM; THRN; Room 2420,J. McCuaig,15  /  15,0.75,Undergraduate
Winter 2023,Open,CIS*4010*01 (1776) Cloud Computing,Guelph,LEC Tues; Thur 02:30PM - 03:50PM; THRN; Room 1307,D. Stacey,40  /  40,0.50,Undergraduate
Winter 2023,Open,CIS*4030*01 (1777) Mobile Computing,Guelph,LEC Tues; Thur 01:00PM - 02:20PM; MCKN; Room 120,D. Flatla,40  /  40,0.50,Undergraduate
